conversation_id,customer_tweet_id,customer_author_id,customer_text,customer_created_at,support_tweet_id,support_text,support_created_at,turn_count,is_short,is_closure,is_dm_request,is_link_heavy,is_generic_response,theme_id,candidate_theme
2813590,2813590,784484,My iPad Pro that is just over a year old is beginning to malfunction :-/ ding ding ding ding ding ding ding (yet nothing is being plugged in). #dingdingdingding (its not just me) ding ding ding tilting it upside down shuts it up ding ding ding @AppleSupport make it stahp!,Mon Nov 27 01:51:38 +0000 2017,2813589,"@784484 We know how important it is for your iPad Pro to work as expected and we're happy to help. To start, please DM us with the country where you're located and the exact iOS version you're using. You can find this by going to Settings &gt; General &gt; About. https://t.co/GDrqU22YpT",Mon Nov 27 02:08:00 +0000 2017,2,False,False,True,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
403098,"403098,403097,403099,403101",211376,"@AppleSupport Hi! Is there a particular reason there's a square on the login page here? (Chrome/OS 10.10.5) https://t.co/iuCYE9dlal | @AppleSupport Thanks! I thought it was another icon before and wasn't sure if it had changed. | @AppleSupport Isn't this usually where it indicates if I have caps long on? | @AppleSupport That's what I thought. :) But my question is, why isn't it showing as such? Also, I'm getting a server error when I try to log in.",Mon Oct 09 19:51:49 +0000 2017,"403096,403100,403103",@211376 It would be to remember your profile on the device. | @211376 That would be an arrow icon. | @211376 DM us which device you are using and we can take a look with you further. https://t.co/GDrqU22YpT,Mon Oct 09 20:35:30 +0000 2017,7,False,False,True,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
596886,"596886,596885",261494,"@AppleSupport Safari didn’t open any page and this message is keep showing . what should I do? https://t.co/g4Es8bYhsI | @AppleSupport Yes I’m on my home network and this happened after I opened up the computer this morning, yesterday everything was okay. and I don’t have any other browsers just safari",Sun Dec 03 18:32:45 +0000 2017,"596884,596887","@261494 We'll take a look at this together. Are you on your home network? Did this happen suddenly while browsing, after opening up your computer at the start of the day? Do you have any other browsers installed that are not shown here? Thanks. | @261494 Thanks for verifying that. First, check the time and date to make sure they are correct. Also, let's try Safe Mode to see if the issue continues: https://t.co/yzqLZ7lfa4",Sun Dec 03 19:22:28 +0000 2017,4,False,False,False,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
813328,"813331,813328,813327,813326,813330",313809,"@AppleSupport I’ve sent you a DM please can you respond and sort my issues? Sick of lack of support | @AppleSupport Hi, since updating to ios11 I have been unable to accept or make calls. Had no problems on iOS10. Any advice? | @AppleSupport I’m on the iPhone 7, just updated to ios11.0.3 which hasn’t fixed the problem. The calls app just seems to freeze and no sound 1/2 | @AppleSupport 2/2 comes out of the speaker and people can’t hear me. The microphone and speaker work fine if used for non call purposes. | @AppleSupport DM sent. Hope to hear from you soon",Mon Oct 23 12:02:18 +0000 2017,"813332,813325,813329",@313809 Thanks for your patience. We have your DM and will follow up with you there. | @313809 Of course and we can help! Which iPhone and iOS 11 version are you using now? What happens when using the call features? | @313809 Meet up with us in DM. We'd love to work more with you on this and get it resolved. https://t.co/GDrqU22YpT,Mon Oct 23 14:23:13 +0000 2017,8,False,False,True,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
1654629,"1654629,1654628,1654627",504997,I️ hate this so much. I️ needs to stop. I️ can’t take I️t anymore @AppleSupport | @AppleSupport I just did that and I️t didn’t work. | @AppleSupport Hmm. https://t.co/f0BR2XFv8n,Mon Nov 06 01:16:39 +0000 2017,"1654626,1654630",@504997 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 | @504997 Got it. Thank you for trying. Let's move over to DM using the link below. https://t.co/GDrqU2kzhr,Mon Nov 06 02:47:28 +0000 2017,5,False,False,True,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
1988269,1988269,123832,@123577 @AppleSupport ugh i am like so over iphones,Thu Nov 02 03:47:37 +0000 2017,1988268,@123832 We're ready and able to help! Please DM us with your iOS version from Settings &gt; General &gt; About to get started. https://t.co/GDrqU22YpT,Thu Nov 02 12:50:33 +0000 2017,2,False,False,True,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
449496,"449496,449495",221524,"@AppleSupport Hi, what is the best solution when you have all your apps freezing when you open them ? | @AppleSupport The latest 11.1.2",Thu Nov 30 20:52:40 +0000 2017,"449494,449497","@221524 We're glad to help. What version of iOS are you currently running? Find that in Settings &gt; General &gt; About. Let us know and we'll get started. | @221524 Meet us in DM with more details about which apps are freezing, when this began happening, and which country you're in. We'll go from there. https://t.co/GDrqU22YpT",Thu Nov 30 21:03:00 +0000 2017,4,False,False,True,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
1299003,"1299005,1299003,1299002,1299001",423588,"@AppleSupport I tried that first and have done so a few times since. No change | @AppleSupport I upgraded to 11.0.3 and now cellular data doesn’t work. At. All. No iMessage, no email, no maps, no apps. It’s unacceptable. | @AppleSupport I have Verizon and the LTE/cell service appear totally normal, just nothing loads and iMessages don’t send/receive until I find WiFi | @AppleSupport And my phone is a 2-week-old iPhone SE",Fri Oct 27 00:58:23 +0000 2017,"1299004,1299006,1299000",@423588 Often times restarting your device can help to resolve unexpected behaviors. Let's see if that helps. | @423588 Thanks for confirming. Please meet us in DM so we can continue to work together to find a resolution. https://t.co/GDrqU22YpT | @423588 That’s not what we like to hear. What type of iPhone are you using? Does it display “Searching” or “No Service”?,Fri Oct 27 00:22:00 +0000 2017,7,False,False,True,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
1918407,1918407,207747,Alarm sound didn’t off again @AppleSupport even my pre test one at 10pm did!,Thu Oct 26 07:27:06 +0000 2017,1918406,@207747 We'd be delighted to work together in DM to get to the bottom of the issue. You can reach us at the link below. https://t.co/GDrqU22YpT,Thu Oct 26 13:23:00 +0000 2017,2,False,False,True,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
947853,947853,180356,@AppleSupport  I have a #PC with 2.8 GHz processor and 32G ram memory what is the #Mac equivalent or is there a Mac that beats my PC?,Sat Oct 21 16:32:11 +0000 2017,947852,@180356 Let's get you pointed in the right direction. Reach out to our Apple Online Store here for help further: https://t.co/8yjRd1Xo0i,Sat Oct 21 19:32:31 +0000 2017,2,False,False,False,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
627934,627934,268724,"@AppleSupport how does the iCloud Photo optimization work? I have 200 mb of free space on my device, 3.5 gb is Photo library and... nothing happens. It suggest me to delete apps, clear messages and nothing more.",Wed Nov 22 13:32:25 +0000 2017,627933,"@268724 You can read more on how that works, here: https://t.co/8YUslsnsM5",Wed Nov 22 15:15:01 +0000 2017,2,False,False,False,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
1217543,"1217543,1217542,1217545,1217547",405696,"@115858 why isn't the sound working on my phone ??? | @AppleSupport Calls are fine its music, voice notes, playing videos and even just typing but during calls my sound seems to work | @AppleSupport Okay thanks I've tried every method but it's still not working | @AppleSupport Thank you it's working now 😌",Wed Oct 25 11:45:49 +0000 2017,"1217541,1217544,1217546","@405696 Let's sort this out together. Do you notice this during calls, when playing music, or at another time? | @405696 Interesting. Let's see if the troubleshooting steps in the following article helps: https://t.co/4Kux8rhhGX | @405696 Thank you for trying. Let us look further into this in a DM. Meet up with us there by using this link: https://t.co/GDrqU22YpT",Wed Oct 25 14:28:50 +0000 2017,7,False,False,True,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
313314,313314,190816,"@AppleSupport I just realized about Staingate, was always mad about my screen on my MBP! But you will replace it?",Sat Oct 07 02:21:00 +0000 2017,313313,@190816 Let's gather some info on this. Please DM us. https://t.co/GDrqU22YpT,Sat Oct 07 05:00:31 +0000 2017,2,False,False,True,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
963353,963353,348621,HOW COME MY GIFS ARENT WORKING WHEN IM ON DATA @AppleSupport,Sat Oct 14 03:09:03 +0000 2017,963352,@348621 Send us a DM and let us know how they aren't working. We'll see if we can figure it out together. https://t.co/GDrqU22YpT,Sat Oct 14 03:38:00 +0000 2017,2,False,False,True,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
2036881,2036881,477764,Alright that’s it. How many times am I going to have to retype my messages till they stop erasing before I️ even send??? @AppleSupport,Mon Nov 06 23:07:17 +0000 2017,2036880,@477764 We can look into this with you. Send us a DM with what model iPhone &amp; iOS version you're working. We'll meet you there. https://t.co/GDrqU22YpT,Tue Nov 07 00:02:00 +0000 2017,2,False,False,True,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
2364431,"2364431,2364428,2364427",682647,"Okay, folks, anyone else has iPhone7+ not accepting correct passcode after upgrade to #ios1111? @AppleSupport, heard of any cases? | @AppleSupport Yes, and after I've restarted nothing changed. And after 10th attempt all the data got erased, altho I've switched off this feature in Settings ages ago. Looks like #ios1111 has broken keyboard instead of fixing it | @AppleSupport I wouldn't be so upset if I had :(",Mon Nov 13 08:16:18 +0000 2017,"2364430,2364426,2364429",@682647 We can help out. Are you referring to the passcode to unlock your iPhone? Have you restarted your iPhone and tried again? | @682647 Do you have a recent backup in iCloud or iTunes of the device? | @682647 Try setting up a passcode now. Let us know if it still has issues taking the passcode in Direct Message https://t.co/GDrqU22YpT,Mon Nov 13 14:47:29 +0000 2017,6,False,False,True,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
1980864,1980864,586368,@149329 @AppleSupport any reason why I had a few text messages timestamped in the morning that didn’t arrive until the evening?,Wed Oct 18 18:03:01 +0000 2017,1980863,@586368 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,Wed Oct 18 18:24:34 +0000 2017,2,False,False,True,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
335755,"335755,335752,335750,774121,335749",196051,".@AppleSupport I am having daily kernel panics in High Sierra and I'm about to lose my mind | @AppleSupport No I just wake up in the morning and move my mouse and either the machine rebooted itself or the screen is black and requires hard reboot | @196051 @AppleSupport Hey, same problem here! MacBook 15“ 2017 TouchBar black screen and requires hard reboot | @AppleSupport The message comes up when I restart (your system was restarted because of an error etc) and it cites a kernel error, which I always send in | @AppleSupport No it’s set as default settings",Sat Oct 07 15:25:28 +0000 2017,"335754,335753,335748,774122,335751",@196051 We can help out with High Sierra performance. Does it happen with any particular usage? | @196051 Do you see the kernel panic message on your screen when this happens?  Did you happen to record the text? | @196050 Do you have any specific power or sleep settings set in the macOS System Preferences? | @196051 We appreciate all the information provided. Take a look here: https://t.co/C10SyCVecs Reach us via DM for more help. https://t.co/GDrqU22YpT | @196050   Got it. Please follow the steps here: https://t.co/E9ZxjH7LF8 This includes an SMC and NVRAM reset. Let us know the results.,Sat Oct 07 18:04:27 +0000 2017,10,False,False,True,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
2777542,2777542,775997,The screen of my iMac keeps glitching I got it like 4 moths ago why @AppleSupport,Tue Nov 21 15:05:14 +0000 2017,2777541,@775997 Thanks for contacting us about your iMac. We'd like to get more info. Let's meet in DM. https://t.co/GDrqU22YpT,Tue Nov 21 15:49:31 +0000 2017,2,False,False,True,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
1156325,"1156325,1156323",392004,"Hi @AppleSupport, 
How much is 9.7inch cellular+wifi IPAD? | @AppleSupport Nigeria",Tue Oct 24 16:05:07 +0000 2017,"1156324,1156322","@392004 We'd be happy to take a look for you!  Can you tell us what country you're located in?  Also, check out: https://t.co/maN6wOXGev | @392004 To shop, you can contact a local Apple Authorized Distributor here: https://t.co/6J9VP0EUNO",Tue Oct 24 16:31:00 +0000 2017,4,False,False,False,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
2425900,2425900,696618,@AppleSupport Very unhappy with using Phobio which is the trade in partner on your site. Its one mistake after another. Every email I get from them has nothing to do with what is happening or what I sent in. Has me worried how this will end.,Tue Nov 14 18:46:13 +0000 2017,2425899,"@696618 Hey there! We want to make sure we provide you the information you need. Please send us a DM with the exact issue you're experiencing, so we can find you the details you need. https://t.co/GDrqU22YpT",Tue Nov 14 19:17:33 +0000 2017,2,False,False,True,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
1005233,1005233,357927,"@AppleSupport I am still having issue with ASPN and notifications with multiple applications, mail and @4305 iOS11.0.3",Sat Oct 14 06:16:30 +0000 2017,1005232,@357927 Hi there. Please send us a DM with details. We'll meet you there to help out. https://t.co/GDrqU22YpT,Sat Oct 14 13:22:00 +0000 2017,2,False,False,True,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
1858000,1858000,555586,@AppleSupport why when I screen shot something it a white screen in my camera roll,Thu Oct 19 11:20:36 +0000 2017,1857999,@555586 Let's look into this together! Join us in DM with details about when this started and the current iOS version installed. https://t.co/GDrqU22YpT,Thu Oct 19 14:10:00 +0000 2017,2,False,False,True,False,False,0,applesupport | just | thanks | applesupport applesupport | thank
1682586,1682586,511499,"Ay @115858, fix your [?] already.",Mon Nov 06 13:26:21 +0000 2017,1682585,@511499 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Mon Nov 06 16:33:36 +0000 2017,2,False,False,False,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
1498641,1498641,467954,@AppleSupport fix the fucking “I️” problem,Fri Nov 03 03:50:03 +0000 2017,1498640,"@467954 We'd like to help. When you can, please join us in DM using this link: https://t.co/GDrqU22YpT",Fri Nov 03 13:09:00 +0000 2017,2,False,False,True,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
1297957,1297957,423336,@115858 support what’s the fix for the back arrow failure,Thu Oct 26 21:51:47 +0000 2017,1297956,@423336 We want to help. DM us the device and OS it's using here: https://t.co/GDrqU22YpT,Thu Oct 26 22:38:00 +0000 2017,2,False,False,True,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
2015795,"2015795,2015794",521786,Okay @AppleSupport needs to fix this box thing like now. I’m sick of it | @AppleSupport Will there be a permanent solution to this though?,Sun Nov 05 16:46:29 +0000 2017,2015793,@521786 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,Sun Nov 05 19:51:00 +0000 2017,3,False,False,True,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
2013690,2013690,595433,@115858 y’all gotta fix this “ i “ shit dawg.,Sun Nov 05 07:04:45 +0000 2017,2013689,@595433 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,Sun Nov 05 16:54:00 +0000 2017,2,False,False,True,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
1772137,1772137,532637,@115858 fix this stupid I️ bug,Tue Nov 07 23:27:40 +0000 2017,1772136,@532637 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Wed Nov 08 01:59:25 +0000 2017,2,False,False,False,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
1606761,1606761,493571,@115858 FIX THE FUCKING “I️” BUG,Sat Nov 04 22:41:17 +0000 2017,1606760,@493571 Thanks for reaching out. We recommend the steps in our article here to assist: https://t.co/uQeXsrrlXJ,Sun Nov 05 02:33:28 +0000 2017,2,False,False,False,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
1677833,1677833,510334,@115858 needs to fix this shit with the l’s,Mon Nov 06 07:18:42 +0000 2017,1677832,@510334 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Mon Nov 06 15:06:00 +0000 2017,2,False,False,False,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
2010121,2010121,594396,@43299 with @12576 hanging like crazy. Are you gonna fix this @AppleSupport ? This is not the way to make me buy more @115858 products!,Sat Nov 04 16:59:37 +0000 2017,2010120,@594396 We'd be happy to help with this. Could you please send us a DM so we can gather some info and take a look? https://t.co/GDrqU22YpT,Sat Nov 04 20:43:00 +0000 2017,2,False,False,True,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
665764,665764,278587,@115858 @AppleSupport FIX THIS I️ PLEASE,Sat Nov 11 17:46:09 +0000 2017,665763,"@278587 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",Sat Nov 11 20:41:32 +0000 2017,2,False,False,False,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
1626581,1626581,498064,Y’all really killing me with this “I” shit for real @115858 fix it,Sun Nov 05 14:37:10 +0000 2017,1626580,@498064 We'd be happy to help. Send us a DM with a screenshot of what you are seeing. https://t.co/GDrqU22YpT,Sun Nov 05 18:46:24 +0000 2017,2,False,False,True,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
1478393,1478393,463306,"@115858

 can you please fix this a and I️",Thu Nov 02 21:30:44 +0000 2017,1478392,"@463306 We'd be happy to look into this further. In DM, please let us know which software version you're using. https://t.co/GDrqU22YpT",Thu Nov 02 23:32:28 +0000 2017,2,False,False,True,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
2132064,2132064,627430,@AppleSupport we been waiting for you to fix I.T 🙃,Wed Nov 08 19:40:21 +0000 2017,2132063,@627430 We'd like to look into this with you. Begin by sending us a DM telling us which device you have and the OS it's running. https://t.co/GDrqU22YpT,Wed Nov 08 20:16:28 +0000 2017,2,False,False,True,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
2017217,"2017217,2017216",596551,@115858 FIX THIS BUG WHERE MY PHONE CANT TYPE THE LETTER “I” WITHOUT IT AUTO CORRECTING TO HIEROGLYPHICS 🙄🙄 | @AppleSupport Bet preciate it fam 🤞🏾,Sun Nov 05 20:02:46 +0000 2017,2017215,@596551 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,Sun Nov 05 22:27:29 +0000 2017,3,False,False,False,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
593569,593569,260546,Every time I go on snapchat my music stops!!  @115858 NEEDS TO FIX THIS SHIT ASAP!!!!!,Sun Dec 03 16:56:56 +0000 2017,593568,@260546 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,Sun Dec 03 17:50:00 +0000 2017,2,False,False,True,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
2121527,2121527,625051,When is @115858 going to fix the bug that happens with the letter I️ ?,Wed Nov 08 09:18:54 +0000 2017,2121526,@625051 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Wed Nov 08 15:48:34 +0000 2017,2,False,False,False,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
1457407,1457407,264619,@AppleSupport fix my fucking “I️” button what the fuck,Thu Nov 02 18:06:39 +0000 2017,1457406,"@264619 If you'd like, we can offer some guidance. DM us the iOS version and we'll go from there. https://t.co/GDrqU22YpT",Thu Nov 02 20:16:00 +0000 2017,2,False,False,True,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
1762205,1762205,530228,"I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ 

I’m really going to need y’all to fix this shit @115858",Tue Nov 07 19:02:09 +0000 2017,1762204,@530228 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 20:37:30 +0000 2017,2,False,False,False,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
2133428,2133428,627725,"ℹ️ am so hungover 

@115858 got me fucked up. Fix the ℹ️ so ℹ️ don’t look like I️m starting a novel every time I use the ℹ️",Wed Nov 08 20:15:17 +0000 2017,2133427,@627725 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Wed Nov 08 20:35:00 +0000 2017,2,False,False,False,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
2149070,2149070,631610,Also. @AppleSupport reeeeally should fix this “I” autocorrect bull crap. It’s annoying.,Thu Nov 09 00:40:32 +0000 2017,2149069,@631610 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,Thu Nov 09 00:48:00 +0000 2017,2,False,False,False,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
2024706,2024706,598767,Can @115858 fix this annoying “I️” issue,Mon Nov 06 06:05:44 +0000 2017,2024705,"@598767 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 

DM us if you still need help. https://t.co/GDrqU22YpT",Mon Nov 06 14:45:40 +0000 2017,2,False,False,True,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
2321379,2321379,672700,@115858 can you please fix this: I️,Mon Nov 13 05:39:09 +0000 2017,2321378,"@672700 We recently released iOS 11.1.1 to address this issue. Have you had a chance to update? If not, please follow these steps:  https://t.co/8xihd9VRBM DM us if the issue continues. https://t.co/GDrqU22YpT",Mon Nov 13 14:08:00 +0000 2017,2,False,False,True,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
1527660,1527660,474332,@115858 fix this before I go to android on yall dumb ass!!!!!!!!,Fri Nov 03 18:20:42 +0000 2017,1527659,@474332 We want to help you out. DM us some more details about the issue you're having to get started with us: https://t.co/GDrqU22YpT,Fri Nov 03 22:25:31 +0000 2017,2,False,False,True,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
2322745,"2322744,2322745",673045,@AppleSupport @673044 And why is it only happening to some users? I don’t think I’ve had the issue yet. So am I not completely up to date? | @115858 explain. Fix it.,Mon Nov 13 14:28:09 +0000 2017,2322743,@673044 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Thu Nov 09 14:26:31 +0000 2017,3,False,False,False,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
2446367,"2446367,2446365",349062,@AppleSupport how do I️ fix this error in your system ? https://t.co/EQdPaX8lsQ | @AppleSupport I️ believe so,Wed Nov 15 01:16:02 +0000 2017,"2446366,2446364","@349062 We want to help. Are you updated to iOS 11.1.1? | @349062 Okay, meet us in DM and we can help find out! https://t.co/GDrqU22YpT",Wed Nov 15 01:22:38 +0000 2017,4,False,False,True,False,False,1,fix | 115858 fix | applesupport fix | glitch | shit
