example_id,customer_text,true_intent,predicted_intent,predicted_confidence,retrieved_evidence,agent_response,escalation_decision,llm_relevance,llm_helpfulness,llm_grounding,llm_appropriateness,llm_overall,judge_reason,status,agent_error,judge_error
753037,"Kendiliğinden wifi açma sorununu bi düzeltin nolur, şarj ömrü eksilere indi... @AppleSupport",WIFI_BLUETOOTH,WIFI_BLUETOOTH,0.2571520966852201,"[""Customer: @AppleSupport 7 plus 11.0.3 te pil \u00f6mr\u00fc %40 azald\u0131 \ud83d\ude1e | Response: @360121 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj"", ""Customer: \u015earj aletimi k\u00fct\u00fcphanede unutmu\u015fum, birileri alm\u0131\u015ft\u0131r bile:( \u00f6\u011frenciyim param da yok bana bi \u015farj aleti g\u00f6nderir misiniz :( @AppleSupport | Response: @355569 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj"", ""Customer: @AppleSupport 6s \u015farj \u00e7ok \u00e7abuk bitiyor.G\u00fcnde 3 kere \u015farj etmeye ba\u015fladim.Kasma ve donmalar oluyor.\u0130OS 11 hi\u00e7 de bekledi\u011fim gibi olmadi. | Response: @370396 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,2.0,2.0,1.0,4.0,2.0,"The reply is generic and does not directly address the wifi or battery issue, but it politely asks for more details and offers escalation, which is somewhat helpful but not grounded in the evidence.",success,,
2774363,@AppleSupport Why can’t I activate Apple Pay ?,OTHER_UNCLEAR,DEVICE_ACTIVATION,0.11727936986139584,"[""Customer: @AppleSupport How activate Apple Pay cash?? | @AppleSupport Ok, thanks\u2019s for you help | Response: @257403 Hi there. If you're in the US, that feature will require iOS 11.2 and will begin rolling out early next week. | @257403 You're very welcome. Have an awesome day!"", ""Customer: @AppleSupport @sprintcare Still can't activate my iPhone X :( https://t.co/kDTlSMsQYG | Response: @779223 We know how important being able to activate your iPhone is. Give the steps in our article to troubleshoot activation issues a shot: https://t.co/ywHIZGN4Ac DM us if this continues. https://t.co/GDrqU22YpT"", ""Customer: @AppleSupport  How to use apple pay \ud83d\udcb0?? | Response: @389321 Check out the steps here to use Apple Pay: https://t.co/vJzVkWOsWQ""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,1.0,1.0,1.0,1.0,1.0,"The response is generic and does not address the specific Apple Pay activation issue, offers no concrete steps, is not grounded in the evidence, and does not follow the escalation decision to connect to a human agent.",success,,
807884,"Güncellemeden sonra Iphonum transformers gibi davranıyor, bana sormadan arabanın Bluetoothuna bağlanıyr evdeki WiFi ye bağlanıyor 😱😱 @115858",WIFI_BLUETOOTH,WIFI_BLUETOOTH,0.2563687761342765,"[""Customer: Yeni g\u00fcncellemeden sonra da hatalar devam ediyor. AppStore dan bir \u015fey indiremiyorum. @115858 @AppleSupport | Response: @174004 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj"", ""Customer: G\u00fcnayd\u0131n, @AppleSupport bana yard\u0131m et | Response: @389519 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj"", ""Customer: telefonum hala bana gelmemesi @AppleSupport | Response: @200719 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,2.0,2.0,1.0,4.0,2.0,"The reply is generic and does not address the specific Bluetooth/WiFi issue, but it offers to gather more details or transfer to a human, which is somewhat helpful and appropriate. However, it lacks grounding in the provided evidence and fails to directly tackle the customer's problem.",success,,
2347682,"@AppleSupport #AppleWatchSeries3 glitch? #AppleWatch #WatchOS4.1 https://t.co/QjZOsL1DJc | @AppleSupport Gone after reboot! Should have tried that first, QA testing for Apple. 👨🏽‍💻",OTHER_UNCLEAR,OTHER_UNCLEAR,0.11893093694043684,"[""Customer: Wow, just wow \ud83d\udc4c\ud83c\udffd #applewatch #watchos4 @AppleSupport #apple https://t.co/o9Nk2VY7yH | @AppleSupport I\u2019ve written a DM | Response: @575129 We can help with this update. Are you connected to Wi-Fi currently? Have there been any interruptions since the download started?"", ""Customer: @115858 please help | @AppleSupport Testing I\ufe0f I\ufe0f I\ufe0f | @AppleSupport Testing again , I | @AppleSupport I can\u2019t type I\u2019s again | Response: @477153 Thanks for reaching out to us. If you're on iOS 11.1, try these steps: https://t.co/xU1AGHStV6 https://t.co/GDrqU22YpT | @477153 Thanks for giving that a shot. Shoot us a DM when you have a chance, and we'll take it from there. https://t.co/GDrqU22YpT"", ""Customer: @AppleSupport when y\u2019all gone fix this glitch https://t.co/hhaevGFsv8 | Response: @484900 We'd love to help. For assistance with that, click here: https://t.co/xXaXefaskH Let us know if you have questions.""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,2.0,2.0,1.0,3.0,2.0,"The reply is generic and does not address the specific glitch issue; it only asks for more details or offers escalation, which is minimally helpful and not grounded in the evidence.",success,,
2967809,"@113894 Responds to ping, and web server replying, but cannot authenticate ssh or IMAP.",OTHER_UNCLEAR,OTHER_UNCLEAR,0.6435900886542756,"[""Customer: @AppleSupport how to ping on iphone 5 bbm. hehe :D | Response: @186607 We\u2019d like to help as best we can. Do you want to set up notifications for a third-party messaging app?"", ""Customer: @115858 with every update my phone responds slower, WTH are you doing and please fix whatever it is! | Response: @154032 We want your iPhone to work as fast as you expect it to. What kind of specific issues are you seeing? Does restarting your iPhone help at all?"", ""Customer: @AppleSupport Iphone is disabled and to get onlinenhelp I need to receive a text to authenticate the device.... How is this helpful? | Response: @679692 We are here to help. Let's take a look at the steps in this article. https://t.co/F1QfwW1u1N""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,2.0,2.0,1.0,4.0,2.0,"The reply is generic and does not address the specific SSH/IMAP authentication issue, but it politely asks for more details and offers escalation, which is appropriate.",success,,
2525741,@AppleSupport @TMobileHelp what is happening to my phone. it’s not letting me type in a groupchat or even leave. (i am not kicked) helllp https://t.co/JBLJG1FYFk,APP_CRASHING,APP_CRASHING,0.2636357838223559,"[""Customer: @AppleSupport my groupchat ain\u2019t working | Response: @264754 We can definitely look into this with you. Which device and app are you using for group chats? What's happening specifically?"", ""Customer: @115858 why is my phone not letting me type out \u201c I\ufe0f \u201c anymore | Response: @483200  Thank you for reaching out for support. We'd like to lend a hand. Let us know if this article helps: https://t.co/sDSg93LaFu"", ""Customer: I don\u2019t know what it is about the @123765 app, but it\u2019s causing my iPad to get kicked off of wifi. @AppleSupport | Response: @567762 Have you checked to see if there are any updates available in the App Store? Let us know in a DM and we'll help with this. https://t.co/GDrqU22YpT""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,2.0,2.0,1.0,4.0,2.0,"The reply is generic and does not address the specific group‑chat issue, but it offers escalation to a human agent. It lacks evidence grounding and detailed next steps, resulting in moderate relevance and helpfulness, high appropriateness, and low overall quality.",success,,
1526014,"@AppleSupport Just got my iPhone X but activation is failing because the activation server is unavailable. Any help? | @197224 @AppleSupport Having the same problem, on Verizon. | @197224 @AppleSupport Same here on att | @AppleSupport Thank you.  I got it working. | @AppleSupport It worked after a few hours. Thansk. | @AppleSupport 🙌",DEVICE_ACTIVATION,DEVICE_ACTIVATION,0.28786039530858304,"[""Customer: @AppleSupport  @115858  just got my iPhone X and the activation server is failing. I've had every iPhone to the X and this is a first. Help? | Response: @474349 Congratulations on your new iPhone. Let's try these steps: https://t.co/ywHIZGN4Ac\nLet us know if that helps."", ""Customer: @115858 and @115725, please fix your activation server | Response: @477623 Thanks for your patience. At this time we would ask that you attempt the activation once more and let us know the result."", ""Customer: @477948 @474171 @AppleSupport same here \ud83d\udeab \ud83d\udcf1iPhone X activation @117735 | Response: @477947 Thanks for your patience. Check out this article for issues with activating your iPhone: https://t.co/ywHIZGN4Ac""]","@AppleSupport Glad to hear the activation worked! If you run into any other issues or have questions about your new iPhone X, just let us know. For reference, here’s the article that covers common activation problems: https://t.co/ywHIZGN4Ac. Happy to help!",False,5.0,4.0,5.0,5.0,5.0,"The response acknowledges the resolution, offers further assistance, references a relevant article, and maintains a friendly, supportive tone. It is fully grounded in the evidence and appropriate for the context.",success,,
1813546,"@AppleSupport  IOS 11 ruins battery life 🙄,please fix it",BATTERY_DRAIN_HEALTH,BATTERY_DRAIN_HEALTH,0.3170894280019157,"[""Customer: Fix the battery life on iOS 11, please!!  \ud83d\ude24\ud83d\ude24\ud83d\ude24 @115858 @AppleSupport | Response: @174428 Thanks for contacting us. We know battery life is important. We recommend checking out this link: https://t.co/bivpdfBNJ6"", ""Customer: FIX THIS BATTERY LIFE @115858 @AppleSupport | Response: @193148 We'd love to help if you're experiencing an issue with battery life. Which device &amp; OS version is this occurring on?"", ""Customer: Wow hate the stupid question mark. It ruins everything @115858 | Response: @501589 Here\u2019s what you can do to work around the issue until it\u2019s fixed in a future software update: https://t.co/xXaXeeSRt9""]","Thanks for reaching out. We know battery life is important. Which device are you using? In the meantime, you can try the battery‑optimization steps here: https://t.co/bivpdfBNJ6. Let us know if that helps or if you need further assistance.",False,4.0,4.0,5.0,5.0,4.0,"The reply addresses the battery issue, offers a relevant link and asks for device details, aligning with prior evidence. It is polite and non‑escalatory, but could explicitly mention iOS 11 to increase relevance.",success,,
2452195,My battery is going down while I’m charging my phone @115858 !!!,BATTERY_DRAIN_HEALTH,BATTERY_DRAIN_HEALTH,0.2602254517577131,"[""Customer: HOW IS IT THAT MY PHONE IS CHARGING BUT THE BATTERY PERCENTAGE IS GOING DOWNNNN @115858 WTF IS UPPPP | Response: @774780 We know how important it is to be able to charge your iPhone. Does this happen every time you charge? Also, please try the steps listed here: https://t.co/uqxquyfdn0 Let us know if you're still having trouble charging."", ""Customer: @AppleSupport since I\ufe0f updated to 11 my phone says it\u2019s charging but after an hour on the charger it\u2019ll tell me the battery has gone down. | @AppleSupport Not sure how that is going to fix my phone saying it\u2019s charging when it isn\u2019t.... | Response: @572843 Here\u2019s what you can do to work around the issue until it\u2019s fixed in a future software update: https://t.co/qODbOsp4wz | @572843 Thank you. Please DM us and provide some additional details about the issue you're having. We'd be happy to help. https://t.co/GDrqU22YpT"", ""Customer: @115858 my phone has been charging for 7 hours and it just turned on with 5% battery wtf | Response: @416539 Let's help. Which version of iOS? Let's try the steps here, as well: https://t.co/uqxquyfdn0""]","@115858 Thanks for reaching out.  
Could you let us know which iOS version you’re running? In the meantime, try the steps in this guide: https://t.co/uqxquyfdn0. If the issue persists, let us know and we’ll dig deeper.",False,5.0,5.0,5.0,5.0,5.0,"The response directly addresses the battery draining issue, asks for iOS version, provides a relevant troubleshooting link, matches the evidence, and maintains a polite, appropriate tone without unnecessary escalation.",success,,
1302857,@AppleSupport my Apple Music isn't working,APPLE_MUSIC_LIBRARY,APPLE_MUSIC_LIBRARY,0.45120121688783893,"[""Customer: Hey @AppleSupport @115948 i paid for my Apple Music and it isn\u2019t working????????? | @AppleSupport Apple Music | @AppleSupport I can access it but it won\u2019t play music | Response: @819560 Thanks for reaching out to us this evening. We'd be happy to look into what's going on with your Apple Music. To start, which device and software version are you having issues with? Also, what seems to be going on? | @819560 Thanks for providing that additional information. So we can look into the next steps, what happens when you try to access Apple Music? | @819560 Got it, thanks! Going forward, let's go ahead and update to the most recent iOS and test the issue afterwards. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6"", ""Customer: @115948 @AppleSupport what\u2019s going on my music not working \u2639\ufe0f | Response: @418498 We\u2019re investigating and will update our System Status page as more info becomes available: https://t.co/Fcu0biZf0L"", ""Customer: Why isn\u2019t @197548 Red Barz not on apple music. @115858 fix this! | Response: @197547 We've got a great site where you can make music requests. Head over to this site: https://t.co/vcSzj5tstI""]","Hi there! Let’s get your Apple Music back on track.

1. **What’s happening?**  
   • Are you seeing an error message, or does the app just stay stuck?  
   • Does it work on any other device (iPhone, iPad, Mac, Apple TV)?

2. **Device & software**  
   • Which device are you using?  
   • What iOS, iPadOS, macOS, or tvOS version is installed?

3. **Quick checks**  
   • Make sure you’re signed in with the Apple ID that has the subscription.  
   • Verify you have an active internet connection.  
   • Try signing out of Apple Music, then signing back in.  
   • If you’re on iOS/iPadOS, go to Settings → General → Software Update and install any available updates.

4. **System status**  
   • Occasionally Apple Music experiences outages. You can check the current status here: https://www.apple.com/support/systemstatus/

Once you’ve tried those steps, let me know what you see and we’ll dig deeper if needed.",False,5.0,5.0,5.0,5.0,5.0,"The response directly addresses the Apple Music issue, offers clear troubleshooting steps that align with the evidence, maintains a friendly tone, and does not unnecessarily trigger escalation.",success,,
1180597,"@AppleSupport they were in the photos app | @AppleSupport I've synced my photos to my icloud, but how do I find my photos on icloud? | i'm actually so pressed. where have my photos gone? guess who's swapping to another phone company @115858",APPLE_ID_ICLOUD,APPLE_ID_ICLOUD,0.22873273051000226,"[""Customer: Now I have no photos \ud83d\ude1e @AppleSupport | Response: @777209 We understand how important your photos are, and we're happy to help get your pointed in the right direction. For the best assistance please reach out to our Advisors here: https://t.co/IBIY3vMgPj Specifically, select Apps &amp; Software &gt; iOS apps &gt; Photos for iOS."", ""Customer: @170467 @95340 @115858 wtf are all my photos????? | Response: @564204 We're happy to assist. For help, choose Apps &amp; Software &gt; Mac or iOS Apps &gt; Photos here:\n\n https://t.co/IBIY3vMgPj"", ""Customer: where are my photos @AppleSupport https://t.co/YqJWpjs6JA | Response: @309755 For help with missing photos, please contact our photos experts: https://t.co/IBIY3vMgPj\nSelect Apps &amp; Software &gt; iOS apps""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,1.0,1.0,1.0,1.0,1.0,"The response is generic and does not address the customer’s specific issue of locating photos in iCloud, offers no actionable steps, and does not reference any of the retrieved evidence. It also fails to properly handle the escalation decision by not providing a direct link to a human agent or relevant support resources.",success,,
1541965,could not activate iphone.... wowowowowowowwwwww @AppleSupport,DEVICE_ACTIVATION,DEVICE_ACTIVATION,0.29927502869798644,"[""Customer: @AppleSupport @sprintcare Still can't activate my iPhone X :( https://t.co/kDTlSMsQYG | Response: @779223 We know how important being able to activate your iPhone is. Give the steps in our article to troubleshoot activation issues a shot: https://t.co/ywHIZGN4Ac DM us if this continues. https://t.co/GDrqU22YpT"", ""Customer: help... @AppleSupport https://t.co/xQ2KdH5QO5 | @AppleSupport yes..been there... still can't activate | Response: @375556 We're here to help! Have you tried these steps yet? https://t.co/ywHIZGN4Ac | @375556 Thanks for letting us know. To confirm, did you try activating your iPhone through iTunes as well? DM us the answer. https://t.co/GDrqU22YpT"", ""Customer: @AppleSupport Got my new #iPhoneX. Too bad it won't activate. | Response: @183194 Thanks for reaching out. Try following these steps and DM us if you still have issues: https://t.co/ywHIZGN4Ac""]","@123456 Thanks for reaching out. Have you tried the steps in our activation troubleshooting article? https://t.co/ywHIZGN4Ac | @123456 Also, did you try activating your iPhone through iTunes? DM us the answer. https://t.co/GDrqU22YpT",False,5.0,5.0,5.0,5.0,5.0,"The reply directly addresses the activation issue, offers proven next steps, cites evidence, and maintains a friendly, supportive tone.",success,,
1260992,shettt my phone is stuck sa apple logo after reseting huhu help!!!!!! @115858,DEVICE_FREEZING_UNRESPONSIVE,DEVICE_FREEZING_UNRESPONSIVE,0.19619369378309776,"[""Customer: @AppleSupport I was trying to update to iOS 11.0.2 and my phone is stuck on white screen with apple logo...... help please | Response: @190611 Let us help get this sorted out. Try our steps here, and DM us your results: https://t.co/7xlz8Sl1K0 https://t.co/GDrqU22YpT"", ""Customer: @AppleSupport my phone is stuck at the apple logo for the 3rd time in the past 3 months and im so annoyed help | Response: @297126 We can help! Have you tried the steps in the following article yet? Let us know how that goes: https://t.co/8MvHMFZ83h DM us. https://t.co/GDrqU22YpT"", ""Customer: @AppleSupport please help. I'm stuck!! https://t.co/2Acay44nWS | Response: @600103 We'll do everything can to get your Mac back up and running. Try this: https://t.co/D7AZk8szDr DM us if this does not help. https://t.co/GDrqU22YpT""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,2.0,2.0,1.0,4.0,2.0,"The reply is generic and does not provide specific troubleshooting steps for a phone stuck on the Apple logo, so relevance and helpfulness are low. It also lacks grounding in the retrieved evidence. However, the tone is polite and the escalation offer is appropriate.",success,,
2278803,@AppleSupport whyyyyyyyyyyyy does my Apple ID always get disabled.,APPLE_ID_ICLOUD,APPLE_ID_ICLOUD,0.2283802515779029,"[""Customer: @AppleSupport \""Your Apple ID has been disabled.\"" when I try to update an app. What is this? https://t.co/Fvvaon4p9R | Response: @230313 Thanks for contacting us about your Apple ID. We'd like to help. Please give this link a look: https://t.co/HH37urdbz9"", ""Customer: @AppleSupport is there not a simple fix for a disabled Apple ID? | @AppleSupport Your Apple ID has been disabled.... That's all it says.  Thanks @AppleSupport | Response: @151828 Being able to get into your Apple ID is important. So we can get to the bottom of this, could you let us know what message you are seeing exactly when you try to log in? | @151828 Got it, thanks! Going forward, we'd like to have you take a look at the steps listed here: https://t.co/HH37urdbz9 If still having issues after following this article, we'd recommend reaching out to our Account Security Advisors here: https://t.co/UJm15vmMM2"", ""Customer: @AppleSupport hy, i have 2 apple id. And both of them are disabled. I've tried to reset password but still disabled. How to fix it? thanks | Response: @474660 For help with this, please reach out to an Apple ID specialist here: https://t.co/UJm15vmMM2 https://t.co/GDrqU22YpT""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,3.0,2.0,1.0,4.0,2.0,"The reply is generic and polite, asking for more details and offering escalation, but it does not provide concrete troubleshooting steps or reference the retrieved evidence, making it only moderately relevant and not very helpful.",success,,
1864674,@115858 needs to setup a subscription plan because I buy a new pair of headphones every month🙃,HARDWARE_PHYSICAL_DAMAGE,HARDWARE_PHYSICAL_DAMAGE,0.2677717189544792,"[""Customer: @AppleSupport my Bluetooth headphones won\u2019t pair since I updated to 11.0.3 - and my battery isn\u2019t holding a charge! | Response: @423099 Let's help get you connected. Please check out: https://t.co/JMbUWh4fsj and keep us posted."", ""Customer: @AppleSupport When is this finally getting fixed? | @AppleSupport I have an Apple Music subscription but every time I try and stream a song it tells me to \u201cChoose a Plan\u201d Like I don\u2019t have a subscription. | Response: @415477 Please send us a DM and let us know if you're not able to access your Apple Music. We'll continue there. https://t.co/GDrqU22YpT | @415477 We\u2019re investigating and will update our System Status page as more info becomes available: https://t.co/Fcu0biZf0L"", ""Customer: @AppleSupport What is the status of an annual subscription to #Apple music family plan? | @AppleSupport Will do! And thanks for the reply! | Response: @240308 While we can't speculate on future changes to our available subscriptions, we appreciate your interest and encourage you to stay up to date on Apple news here: https://t.co/gbIPLOsnZd | @240308 You're welcome!""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,2.0,2.0,1.0,4.0,2.0,"The response is generic and does not address the customer’s request to set up a subscription plan, offering only a vague request for more details and an escalation option. It lacks specific guidance or reference to the retrieved evidence, but the tone and escalation approach are acceptable.",success,,
2035854,"@AppleSupport this is an issue regarding apple music, but the slider will get stuck on a time while the music continues playing https://t.co/amBpLCivsE",APPLE_MUSIC_LIBRARY,APPLE_MUSIC_LIBRARY,0.36407591739858375,"[""Customer: @AppleSupport hi can you help me? i have questions regarding apple music | Response: @703035 We're here to help. Let us know what's going on, and we'll see what we can do."", ""Customer: What\u2019s a number I can call @AppleSupport my music not working | @AppleSupport Yes it\u2019s not playing my music | Response: @423208 You can contact us based on your region here: https://t.co/IBIY3vMgPj Are you having trouble with just the Music app? | @423208 We\u2019re investigating and will update our System Status page as more info becomes available: https://t.co/Fcu0biZf0L"", ""Customer: @115948 @AppleSupport  need some help regarding apple music please contact ... | Response: @805722 We'll help in any way we can. Please let us know more about what's happening.""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,2.0,2.0,3.0,4.0,2.0,"The reply is generic and does not address the specific slider issue; it offers to gather more info or transfer to a human, which is somewhat helpful but not tailored.",success,,
40460,The letter “I️” is malfunctioning when typing. Pleasure halp! @AppleSupport,IOS_AUTOCORRECT_BUG,IOS_AUTOCORRECT_BUG,0.25301322495267137,"[""Customer: @AppleSupport That\u2019s \ud83d\udc41 . #Halp https://t.co/fddmOSUgj9 | Response: @592713 Thanks for reaching out. We have an article with some helpful steps: https://t.co/QzF1SrcQLI DM us any questions. https://t.co/GDrqU22YpT"", ""Customer: Why do i see \u201cI\u201d as \u201cA?\u201d @AppleSupport? HALP | Response: @498517 Thanks for reaching out. We currently have a workaround for this. Here's how: https://t.co/xXaXeeSRt9"", ""Customer: @AppleSupport halp https://t.co/iRNNWHkeQ9 | Response: @189768 We'd be happy to help. See \""If you can\u2019t reach the update server or can\u2019t verify the update\"" here: https://t.co/Ui1yTnOCUz""]","@YourUsername Thanks for reaching out. We have a workaround for the “I” key showing up incorrectly. Please follow the steps in this article: https://t.co/xXaXeeSRt9. If the issue persists or you’re using a different device, let us know and we’ll dig deeper.",False,5.0,5.0,5.0,5.0,5.0,"The response directly addresses the issue, offers a proven workaround, cites the same evidence link, and maintains a courteous tone.",success,,
1797247,@540025 @AppleSupport It’s fckin melted my battery on my 6 mate. Pissed off,BATTERY_DRAIN_HEALTH,BATTERY_DRAIN_HEALTH,0.23024056342782842,"[""Customer: @AppleSupport  I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0fI\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f I\ufe0f AM PISSED | Response: @592808 We've got your back. Check out this article and let us know if you have more questions in DM: https://t.co/xU1AGHStV6 https://t.co/GDrqU22YpT"", ""Customer: @115858 fix it. This just pissed me off. | Response: @504995 Here\u2019s what you can do to work around the issue until it\u2019s fixed in a future software update: https://t.co/uQeXsrrlXJ"", ""Customer: Mate where can I get wireless charger for my iPhone? @AppleSupport | Response: @371020 Hi there. Our Apple Online Store team will be able to partner with you. Reach out to them here: https://t.co/8yjRd1Xo0i""]","Hi there, I’m sorry you’re dealing with this.  
If your iPhone 6’s battery has melted or is swelling, it’s safest to stop using the device and get it checked right away.  
- **Stop charging** it and keep it in a cool, dry place.  
- **Check for swelling**: if the back of the phone feels bulged or the battery is visibly damaged, it should be replaced.  
- **Contact Apple Support** or visit an Apple Store/Authorized Service Provider for a battery replacement.  
If you used a non‑Apple charger or the phone was exposed to extreme heat, let us know—those details help us guide you better.  

Let me know if you need help scheduling a repair or have any other questions.",False,5.0,5.0,4.0,5.0,5.0,"The response directly addresses the battery melting issue, offers clear next steps, follows Apple support guidelines, and maintains a friendly tone.",success,,
1505480,"@115858 Как же так? Нет разъема, нельзя передавать файлы по Bluetooth, нет ИК порта и двух симок? На дворе 2007 год между прочим! Что за дела?",OTHER_UNCLEAR,OTHER_UNCLEAR,0.1254499898066562,"[""Customer: @526058 @115858 Yes but it\u2019s not Toyota Bluetooth it\u2019s a separate device as the car is 2007 &amp; doesn\u2019t have built in Bluetooth, all fine before update | Response: @604893 We'd love to take a look at this with you. Have you updated to iOS 11.0.2? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT"", ""Customer: @AppleSupport now my typing is giving me unselected \u201c?\u201d in squares. What\u2019s the  fix? Please and thank you. | @AppleSupport I\ufe0f would prefer my iPhone frm 2007. You\u2019ve lost that lovin\u2019 feeling. If it\u2019s like my other marriages I\ufe0f forsee a break up in abt&gt;two yrs. | Response: @459888 Here\u2019s what you can do to work around the issue until it\u2019s fixed in a future software update: https://t.co/xXaXeeSRt9"", ""Customer: Why does Bluetooth always on @AppleSupport https://t.co/n7rD0RGr0m | Response: @385029 We'd like to help. This article can explain the changes with Wi-Fi and Bluetooth in iOS 11: https://t.co/G7BHuQnDS6""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,1.0,1.0,1.0,3.0,1.0,"The response is generic and does not address the specific complaint about missing car ports and features. It offers to connect to a human agent, which is appropriate given the unclear intent, but it lacks helpful content and is not grounded in the evidence.",success,,
1149708,"Really regretting updating to the new iOS. My phone has more glitches and is slower than ever. I’m done with you @115858 | @AppleSupport 1. I have my orientation lock on and it still flips my phone screen to the side. 2. Sometimes, I can’t unlock my phone, especially when I’m | @AppleSupport ..on a phone call. 3. My phone takes longer to respond to my touch when I try to click on apps.",DEVICE_FREEZING_UNRESPONSIVE,DEVICE_FREEZING_UNRESPONSIVE,0.22215957136609193,"[""Customer: My phone been on 4% since 4pm @AppleSupport \ud83d\ude11 | Response: @372248 We're glad to help. What version of iOS are you running? That can be found in Settings &gt; General &gt; About."", ""Customer: @AppleSupport how do I even phone? https://t.co/4qqnLNNCst | Response: @645416 We want your screen to be working at its best. When did this issue begin happening? Is anything different from when it was working until now, such as an upgrade to iOS or a new app?"", ""Customer: My phone won\u2019t let me call anyone\ud83e\udd37\ud83c\udffc\u200d\u2642\ufe0f wyd @115858 | Response: @717967 Thank you for reaching out. We're here to help. To get started, let's go into Settings &gt; General &gt; About. If you are prompted for a carrier update, please apply and restart. Then test to see if you are able to make outgoing calls. We look forward to your reply.""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,2.0,2.0,1.0,3.0,2.0,"The reply is generic and does not address the specific glitches (orientation lock, unlocking, touch lag). It only asks for more details and offers escalation, which is somewhat appropriate but not very helpful or grounded in the evidence.",success,,
1458717,"@AppleSupport “…the activation server is temporarily unavailable… If this problem persists…” Well, it’s persisting.",DEVICE_ACTIVATION,DEVICE_ACTIVATION,0.2691253768891817,"[""Customer: @AppleSupport Help!!! Keep getting \""activation server is temporarily unavailable\"" Trying to set up iPhoneX. Is there another way?? | Response: @592264 Thanks for reaching out. Try following these steps and DM us if you still have issues: https://t.co/Mhw9pFAK08 https://t.co/GDrqU22YpT"", ""Customer: Oh lovely: \""the activation server is temporarily unavailable.\""\n\n@AppleSupport What's up guys?! | Response: @477946 Are you having trouble activating your iPhone? Try the steps here: https://t.co/QFR6Mo17Z4 Let us know how it goes."", ""Customer: @AppleSupport trying to set up my iPhone X and have been getting an \""activation Server is temporarily unavailable message\"" for 30 min. Help! | Response: @592247 We want to help. Try following these steps and DM us if you're still have issues: https://t.co/Mhw9pFAK08 https://t.co/GDrqU22YpT""]","Hi there! Thanks for reaching out.  
If the “activation server is temporarily unavailable” message keeps showing up, try the steps in the link below. It covers the most common fixes (checking your network, restarting, etc.):

https://t.co/Mhw9pFAK08  
https://t.co/GDrqU22YpT  

If you still see the error after following those steps, let us know and we’ll dig deeper.",False,5.0,5.0,5.0,5.0,5.0,"The response directly addresses the activation server issue, offers clear next steps with links, is grounded in evidence, and maintains a friendly tone without unnecessary escalation.",success,,
1926162,@115858 can you please stop turning my Bluetooth on,WIFI_BLUETOOTH,WIFI_BLUETOOTH,0.3028518853636415,"[""Customer: Hey, @AppleSupport can you please do an update that will stop turning my Bluetooth back on? | Response: @707260 We can help you with this. If you would like to turn off your Bluetooth, head to Settings &gt; Bluetooth to do that. If you try to do it from the Control Center, it will immediately disconnect your device but won't turn it off: https://t.co/G7BHuQnDS6"", ""Customer: @AppleSupport how do I stop Bluetooth and WiFi from randomly turning themselves back on? | Response: @543781 We're here to help. Here's a link that may help: https://t.co/G7BHuQnDS6 https://t.co/GDrqU22YpT"", ""Customer: Stop automatically turning on my WiFi &amp; Bluetooth @AppleSupport @115858 | Response: @326300 You can toggle those features off from Settings &gt; Wi-Fi and Settings &gt; Bluetooth on your iPhone.""]",,False,,,,,,,failed,,Agent response generation failed
