example_id,customer_text,true_intent,predicted_intent,retrieved_evidence,agent_response,escalation_decision,human_relevance_1_5,human_helpfulness_1_5,human_grounding_1_5,human_appropriateness_1_5,human_overall_1_5,human_notes
807884,"Güncellemeden sonra Iphonum transformers gibi davranıyor, bana sormadan arabanın Bluetoothuna bağlanıyr evdeki WiFi ye bağlanıyor 😱😱 @115858",WIFI_BLUETOOTH,WIFI_BLUETOOTH,"[""Customer: Yeni g\u00fcncellemeden sonra da hatalar devam ediyor. AppStore dan bir \u015fey indiremiyorum. @115858 @AppleSupport | Response: @174004 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj"", ""Customer: G\u00fcnayd\u0131n, @AppleSupport bana yard\u0131m et | Response: @389519 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj"", ""Customer: telefonum hala bana gelmemesi @AppleSupport | Response: @200719 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,5.0,2.0,2.0,5.0,3.0,"Escalation is appropriate for the multilingual case, but the response does not address the Wi-Fi/Bluetooth issue."
2408534,Anyone wanna help a girl out? my iPhone is sending iMessages from my email and not phone number @AppleSupport | @AppleSupport But why did my phone switch it to my Apple ID randomly? I had it set up to my number and now it's only my Apple ID and I can't get it back to my number and I've tried all of the troubleshooting and nothing is working. | @AppleSupport My number is greyed out but it had been greyed out before and I didn't have this problem,APPLE_ID_ICLOUD,APPLE_ID_ICLOUD,"[""Customer: @AppleSupport yo what\u2019s your phone number | Response: @138168 Thanks for reaching out. To reach our telephone support, you can use this link:  https://t.co/IBIY3vMgPj"", ""Customer: @AppleSupport My Phone number was greyed out on iMessage settings. Followed advice from Apple forums to log out/in Apple ID, network reset and phone reset and now iMessage has been \u201cwaiting for activation\u201d for hours. Any help appreciated. Thanks. | @AppleSupport It has activated now but my number is greyed out still. https://t.co/uJdG3N8wdv | Response: @638163 We'll be glad to help you with this! It may take up to 24 hours for iMessage to activate. If it's been more than 24 hours at this point, please follow the steps under the \""Still not activated after a day?\"" part of this page: https://t.co/jhvYu3nzpA"", ""Customer: @AppleSupport i need help changing my number on apple id I don\u2019t lnow how to do it | @AppleSupport Yes but what do i click | Response: @189154 Did you mean your Apple ID account information? If that's the case, look under Manage account: https://t.co/Lr1i8lUs41""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,5.0,4.0,4.0,5.0,4.0,"Cautious account/iMessage response, but too generic for the detailed context."
598094,@AppleSupport Can you Please get it together!!!  My phone keeps crashing and scrolling since yesterday!!!  Sick of updates screwing up my phone!,DEVICE_FREEZING_UNRESPONSIVE,DEVICE_FREEZING_UNRESPONSIVE,"[""Customer: @AppleSupport after the update my phone keeps crashing ... how do we fix this so I can use my phone | Response: @192784 We'd like to work with you. May we ask which iOS you're currently on?"", ""Customer: I am so annoyed about that @115858 update screwing up my phone \ud83d\ude44 | Response: @321043 What's happening with your iPhone? We'd like to see how we can be of assistance today."", ""Customer: @AppleSupport why\u2019s my phone keep crashing? \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d haaaaalp | Response: @250294 We've got steps to solve that restart issue on your iPhone. Let's start by backing up your iPhone with these steps: https://t.co/4f8hwT5to6, then use these steps to update to iOS 11.2: https://t.co/osZOKKTalm Let us know in DM if those don't help. https://t.co/GDrqU22YpT""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,5.0,2.0,4.0,5.0,3.0,"Appropriate escalation for repeated crashing/freezing, but response is generic and not very helpful."
1567561,"I have ""Optimize iPhone storage"" and iCloud Photo library enables. Still photos devours all of my disk space. What now @AppleSupport ?",APPLE_ID_ICLOUD,APPLE_ID_ICLOUD,"[""Customer: @AppleSupport I need help with my iCloud Photo Library | @AppleSupport Why do photos take up so much space on my phone when they\u2019re all on my iCloud? | Response: @393037 We would like to help with this. What is going on with your iCloud Photo Library today? | @393037 Are you choosing the option to \""Optimize iPhone Storage\"" ? This article will also explain: https://t.co/8YUslsnsM5"", ""Customer: Hey @AppleSupport, I turned on optimize space for my photos, if I send a photos to friends, will they still get the full-resolution photo? | Response: @511232 Here\u2019s information for how you can download the full resolution images before sending the message: https://t.co/8YUslsnsM5"", ""Customer: @AppleSupport Yes, the storage does match | @AppleSupport Hello, team! is there any way I can wipe \u201cOther\u201d from my storage? And y do photos not offload to iCloud to save phone space? https://t.co/zQ3h9pZdZw | @AppleSupport iOS 11, iCloud Photo Library turned on yes | Response: @173606 Have you had a chance to update to iOS 11.0.2? Let's dig into this deeper over DM: https://t.co/GDrqU22YpT | @173606 We\u2019d be happy to look at this with you! Which version of iOS are you running? Do you have iCloud Photo Library turned on? | @173606 Do you have access to a computer with iTunes installed on it? If so, does the storage match there? https://t.co/S6zPztq2JY""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,5.0,2.0,5.0,5.0,3.0,"Safe clarification/escalation, but fails to use the highly relevant iCloud Photo evidence for a concrete next step."
2710945,"Dear @AppleSupport:
What’s with this whenever I type “I”?
This: I️ : makes no sense! https://t.co/Z9dQCYMSAH | @AppleSupport Thanks. It’s 11.1. | @AppleSupport Thanks!",IOS_AUTOCORRECT_BUG,IOS_AUTOCORRECT_BUG,"[""Customer: @AppleSupport I\u2019m still getting the I glitch after updating iOS, anything I can do? | @AppleSupport When other people do, makes sense, thanks! | Response: @667522 Great question! Does it happen when you type or when viewing messages or posts from other people? If it only happens when others type, they'll need to update to correct the issue on their end. | @667522 You're welcome. Reach out to us again if you need help with anything else. We're here for you."", ""Customer: Does anyone know what this thing is? @AppleSupport https://t.co/8LPrFlhzEE | @AppleSupport RIGGGGGGHT okay!!! That makes complete sense! Thanks | Response: @179008 Great question! That icon denotes where the audio is playing for the Music controls. You can tap on it for quick access to select another accessory to play the audio through."", ""Customer: @115858 @AppleSupport please please please! thanks mwahugz | Response: @498623 We appreciate the feedback. Check out: https://t.co/G7BHuQnDS6 Let your voice be heard here: https://t.co/eTPVYVFyd8""]","Hi there!  
It sounds like a keyboard‑rendering glitch that can happen after an iOS update.  
Could you let me know:

1. Does the “I️” issue appear only when you type the letter **I**, or do you also see it when you view text in other apps?  
2. Have you recently updated to the latest iOS version (or are you still on 11.1)?

In the meantime, you can try the following quick steps:

- **Restart your device** – a fresh boot often clears temporary glitches.  
- **Reset the keyboard dictionary**:  
   Settings → General → Keyboard → Reset Keyboard Dictionary.  
- **Try a different keyboard** (e.g., switch to the default iOS keyboard or a third‑party one) to see if the problem persists.

If the issue continues after these steps, let me know and we can look into filing a bug report or exploring other options. Thanks for reaching out!",False,5.0,5.0,4.0,5.0,5.0,Highly relevant and helpful troubleshooting for the I-rendering glitch; some steps are generic.
301571,@AppleSupport updated my phone. Now it constantly freezes and apps constantly crash. PLEASE FIX | @AppleSupport 7 plus. 11.0.2,DEVICE_FREEZING_UNRESPONSIVE,DEVICE_FREEZING_UNRESPONSIVE,"[""Customer: @AppleSupport how could i fix it when my iphone 7 plus constantly restarting ? | Response: @244886 We are here to help. Let's take a look at this article and see if these steps help. https://t.co/osZOKKTalm"", ""Customer: I accidentally updated my phone and now it constantly freezes @115858 get your shit together | Response: @565035 We'd like to help! How long ago was the update installed? Join us in DM for more space to discuss what you're experiencing. https://t.co/GDrqU22YpT"", ""Customer: @AppleSupport Which ever the new ios is, and iPhone 6. All apps are updated and constantly freezing.. | @115858 nice one for the update. Phone works well while it\u2019s constantly rebooting | Response: @216969 Let's make sure it's the latest, since we've just released an update. It should be iOS 11.0.3: https://t.co/ZTw54HL4Rm | @216969 Let's help! Which iPhone and exact iOS 11 version are you using? Are all of your apps updated in the App Store?""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,5.0,3.0,4.0,5.0,4.0,"Correctly prioritizes freezing and asks for details, but underuses the strong retrieved troubleshooting evidence."
167291,Within 10mins i had to restart my phone because it keeps freezing! @115858 or @119511  fix this crappy phone !,DEVICE_FREEZING_UNRESPONSIVE,DEVICE_FREEZING_UNRESPONSIVE,"[""Customer: Ever since I updated my phone it keeps freezing @AppleSupport . What type of crappy update is this \ud83d\ude12 | @AppleSupport I\u2019m using an iPhone 7. I would literally have to wait for my phone to die to even do anything. | Response: @265042 That's not the experience we want you to have. Which iPhone are you using?"", ""Customer: My phone keeps freezing @115858 @AppleSupport wth????? | Response: @225259 Having your iPhone working great is our goal and we're happy to help. What's the iOS version currently installed? This is located in Settings &gt; General &gt; About. Do you notice the iPhone becomes unresponsive when certain apps are in use?"", ""Customer: @AppleSupport you guys really need to fix this crappy update... my phone keeps freezing and crashing every 15 minutes \ud83d\ude21 | Response: @731428 What you're seeing isn't what we want to have happen after you update. Let's get together in DM to take a closer look. https://t.co/GDrqU22YpT""]","Hi there! I’m sorry you’re experiencing freezes. Let’s try a few quick steps:

1. **Check your iOS version** – Settings → General → About.  
2. **Restart your phone** – you already did this, but a full restart can help.  
3. **Update iOS** – if a newer version is available, install it (Settings → General → Software Update).  
4. **Check for problematic apps** – if the phone freezes only when a specific app is open, try deleting and reinstalling that app.  
5. **Reset settings** – Settings → General → Transfer or Reset iPhone → Reset → Reset All Settings (this won’t delete data).

If the issue persists after these steps, let me know your device model and iOS version so we can dig deeper.",False,5.0,5.0,4.0,5.0,5.0,Concrete freezing troubleshooting with useful next steps; reset-settings advice is somewhat broader than retrieval.
1943050,@AppleSupport Frick- it’s my lock screen btw,OTHER_UNCLEAR,OTHER_UNCLEAR,"[""Customer: Hi @AppleSupport what the frick is wrong with my I\ufe0f\u2019s?? | Response: @508900 Here\u2019s what you can do to work around the issue until it\u2019s fixed in a future software update: https://t.co/xXaXeeSRt9"", ""Customer: I\ufe0f hate the new software update that changes \u201ci\u201d to I\ufe0f. What the frick @115858 !? | Response: @739272 Hi there. We\u2019ve recently released an update which addresses this issue. Don\u2019t forget to create a backup of your device before you update: https://t.co/xXaXeeSRt9"", ""Customer: Okay why the frick is my phone doing those stupid symbols when I\ufe0f type \u201cI\ufe0f\u201d @115858 @115858 | Response: @624329 Here\u2019s what you can do to work around the issue until it\u2019s fixed in a future software update: https://t.co/uQeXsrrlXJ""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,2.0,2.0,3.0,5.0,2.0,"Customer gives too little detail; clarification/escalation is appropriate, though generic."
2948210,What the heck again @AppleSupport ? I still have 28GB of iCloud https://t.co/qqJlj8yqnO,APPLE_ID_ICLOUD,APPLE_ID_ICLOUD,"[""Customer: @AppleSupport what the heck?! https://t.co/EyfN4546O5 | Response: @592755 Thanks for contacting us today. Check out our article here: https://t.co/xU1AGHStV6 DM us any other questions. https://t.co/GDrqU22YpT"", ""Customer: What the heck? @AppleSupport @240840 @316189 https://t.co/c3msUjehIf | Response: @770040 If you haven't yet, use the steps in the following article to restart your device: https://t.co/OWRDHWSt4h Let us know if tapping 'Open' in the App Store opens an app normally afterward."", ""Customer: What the heck is a \u201cI\ufe0f\u201d  ???? @AppleSupport | Response: @530925 Here\u2019s what you can do to work around the issue until it\u2019s fixed in a future software update: https://t.co/xXaXeeSRt9""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,5.0,2.0,3.0,5.0,3.0,"Cautious escalation, but does not address the specific iCloud-storage concern."
2525741,@AppleSupport @TMobileHelp what is happening to my phone. it’s not letting me type in a groupchat or even leave. (i am not kicked) helllp https://t.co/JBLJG1FYFk,APP_CRASHING,APP_CRASHING,"[""Customer: @AppleSupport my groupchat ain\u2019t working | Response: @264754 We can definitely look into this with you. Which device and app are you using for group chats? What's happening specifically?"", ""Customer: @115858 why is my phone not letting me type out \u201c I\ufe0f \u201c anymore | Response: @483200  Thank you for reaching out for support. We'd like to lend a hand. Let us know if this article helps: https://t.co/sDSg93LaFu"", ""Customer: I don\u2019t know what it is about the @123765 app, but it\u2019s causing my iPad to get kicked off of wifi. @AppleSupport | Response: @567762 Have you checked to see if there are any updates available in the App Store? Let us know in a DM and we'll help with this. https://t.co/GDrqU22YpT""]","Could you provide more details about the issue? Otherwise, let me connect you with a human agent.",True,5.0,4.0,4.0,5.0,4.0,Appropriate clarification without guessing; could provide more targeted next steps.
